acquisition,RX_level,RX_difference,std_noise,PMR,SNR
54,-79.300407,3.637962,48.0,8.598463,0.199593
55,-78.594131,3.314194,40.0,7.188205,0.905869
55,-78.594131,3.314194,40.0,7.188205,0.905869
56,-78.684219,3.279495,52.0,7.29079,0.815781
56,-78.684219,3.279495,52.0,7.29079,0.815781
57,-78.668067,4.227501,48.0,8.847684,0.831932
57,-78.668067,4.227501,48.0,8.847684,0.831932
58,-79.219573,3.644836,44.0,8.597431,0.280426
58,-79.219573,3.644836,44.0,8.597431,0.280426
59,-78.940437,3.923012,56.0,8.794117,0.559563
59,-78.940437,3.923012,56.0,8.794117,0.559563
60,-78.72895,3.074181,44.0,7.10195,0.77105
60,-78.72895,3.074181,44.0,7.10195,0.77105
61,-78.851234,3.99472,44.0,8.729435,0.648766
61,-78.851234,3.99472,44.0,8.729435,0.648766
62,-78.712631,3.311493,40.0,7.316423,0.787369
62,-78.712631,3.311493,40.0,7.316423,0.787369
63,-78.649963,3.261208,36.0,7.255986,0.850037
63,-78.649963,3.261208,36.0,7.255986,0.850037
64,-78.660011,3.235474,36.0,7.145713,0.839989
64,-78.660011,3.235474,36.0,7.145713,0.839989
65,-79.210433,3.691696,52.0,8.802893,0.289566
65,-79.210433,3.691696,52.0,8.802893,0.289566
66,-78.513649,3.244377,44.0,7.107876,0.986351
66,-78.513649,3.244377,44.0,7.107876,0.986351
67,-79.062286,3.390526,48.0,7.83743,0.437714
67,-79.062286,3.390526,48.0,7.83743,0.437714
68,-78.765892,3.842041,52.0,8.299701,0.734108
68,-78.765892,3.842041,52.0,8.299701,0.734108
69,-78.79277,3.730461,40.0,7.859215,0.70723
69,-78.79277,3.730461,40.0,7.859215,0.70723
70,-78.696373,3.562614,44.0,7.722625,0.803627
70,-78.696373,3.562614,44.0,7.722625,0.803627
71,-78.698402,3.74781,48.0,7.749444,0.801598
71,-78.698402,3.74781,48.0,7.749444,0.801598
72,-78.782417,3.146629,44.0,7.262183,0.717583
72,-78.782417,3.146629,44.0,7.262183,0.717583
73,-78.747383,3.190697,44.0,7.292635,0.752617
73,-78.747383,3.190697,44.0,7.292635,0.752617
74,-79.117813,3.089378,40.0,7.513468,0.382187
74,-79.117813,3.089378,40.0,7.513468,0.382187
75,-78.897727,2.714104,56.0,6.94572,0.602272
75,-78.897727,2.714104,56.0,6.94572,0.602272
76,-79.176315,3.015655,68.0,7.42895,0.323685
76,-79.176315,3.015655,68.0,7.42895,0.323685
77,-79.007469,3.182755,48.0,7.510986,0.492531
77,-79.007469,3.182755,48.0,7.510986,0.492531
78,-79.128997,3.023582,44.0,7.489089,0.371002
78,-79.128997,3.023582,44.0,7.489089,0.371002
79,-78.823997,2.87796,48.0,6.978401,0.676003
79,-78.823997,2.87796,48.0,6.978401,0.676003
80,-79.178581,3.230789,48.0,7.745246,0.321419
80,-79.178581,3.230789,48.0,7.745246,0.321419
81,-78.840736,2.749199,40.0,6.878489,0.659264
81,-78.840736,2.749199,40.0,6.878489,0.659264
82,-79.146965,3.040024,48.0,7.531848,0.353035
82,-79.146965,3.040024,48.0,7.531848,0.353035
83,-79.237922,3.099266,44.0,7.703985,0.262077
83,-79.237922,3.099266,44.0,7.703985,0.262077
84,-79.281799,3.532654,44.0,8.351446,0.218201
84,-79.281799,3.532654,44.0,8.351446,0.218201
85,-79.106651,2.789307,56.0,7.240765,0.393349
85,-79.106651,2.789307,56.0,7.240765,0.393349
86,-79.279479,3.396126,48.0,8.153728,0.22052
86,-79.279479,3.396126,48.0,8.153728,0.22052
87,-78.944725,2.663559,44.0,6.938967,0.555275
87,-78.944725,2.663559,44.0,6.938967,0.555275
88,-78.931861,2.729904,56.0,7.001504,0.568138
88,-78.931861,2.729904,56.0,7.001504,0.568138
89,-79.176315,2.679634,56.0,7.129291,0.323685
89,-79.176315,2.679634,56.0,7.129291,0.323685
90,-79.233329,2.699791,52.0,7.273651,0.26667
90,-79.233329,2.699791,52.0,7.273651,0.26667
91,-78.906234,2.688667,64.0,6.917533,0.593765
91,-78.906234,2.688667,64.0,6.917533,0.593765
92,-79.247123,3.109467,44.0,7.642265,0.252876
92,-79.247123,3.109467,44.0,7.642265,0.252876
93,-79.321441,2.880852,48.0,7.575177,0.178558
93,-79.321441,2.880852,48.0,7.575177,0.178558
94,-79.057876,2.759003,44.0,7.097202,0.442123
94,-79.057876,2.759003,44.0,7.097202,0.442123
95,-79.305076,3.284073,60.0,8.102229,0.194923
95,-79.305076,3.284073,60.0,8.102229,0.194923
96,-78.925437,2.882866,52.0,7.12112,0.574562
96,-78.925437,2.882866,52.0,7.12112,0.574562
97,-78.921165,2.663551,64.0,6.961916,0.578835
97,-78.921165,2.663551,64.0,6.961916,0.578835
98,-79.260963,2.809586,60.0,7.314497,0.239037
98,-79.260963,2.809586,60.0,7.314497,0.239037
99,-79.228736,3.188103,56.0,7.76916,0.271263
99,-79.228736,3.188103,56.0,7.76916,0.271263
100,-79.04467,2.733994,64.0,7.113723,0.45533
100,-79.04467,2.733994,64.0,7.113723,0.45533
101,-79.399436,3.203964,56.0,7.949434,0.100563
101,-79.399436,3.203964,56.0,7.949434,0.100563
102,-79.033691,2.743988,64.0,7.097056,0.466309
102,-79.033691,2.743988,64.0,7.097056,0.466309
103,-79.046867,2.693497,56.0,7.000637,0.453133
103,-79.046867,2.693497,56.0,7.000637,0.453133
104,-78.940437,2.73365,56.0,6.979815,0.559563
104,-78.940437,2.73365,56.0,6.979815,0.559563
105,-79.240219,2.942696,56.0,7.473398,0.259781
105,-79.240219,2.942696,56.0,7.473398,0.259781
106,-78.880767,2.862305,56.0,7.025344,0.619232
106,-78.880767,2.862305,56.0,7.025344,0.619232
107,-79.075546,3.220169,52.0,7.680051,0.424454
107,-79.075546,3.220169,52.0,7.680051,0.424454
108,-79.167266,3.207382,48.0,7.76036,0.332733
108,-79.167266,3.207382,48.0,7.76036,0.332733
109,-79.13124,3.365128,56.0,7.821703,0.368759
109,-79.13124,3.365128,56.0,7.821703,0.368759
110,-79.224151,2.89769,48.0,7.412662,0.275848
110,-79.224151,2.89769,48.0,7.412662,0.275848
111,-79.062286,3.099815,48.0,7.537528,0.437714
111,-79.062286,3.099815,48.0,7.537528,0.437714
112,-78.897727,2.856079,60.0,7.077017,0.602272
112,-78.897727,2.856079,60.0,7.077017,0.602272
113,-78.925437,2.818893,48.0,7.022818,0.574562
113,-78.925437,2.818893,48.0,7.022818,0.574562
114,-78.844932,2.919731,52.0,7.08307,0.655067
114,-78.844932,2.919731,52.0,7.08307,0.655067
115,-78.998756,2.778542,44.0,7.100694,0.501244
115,-78.998756,2.778542,44.0,7.100694,0.501244
116,-78.968414,2.662292,52.0,6.991424,0.531586
116,-78.968414,2.662292,52.0,6.991424,0.531586
117,-79.14022,3.246384,60.0,7.692123,0.359779
117,-79.14022,3.246384,60.0,7.692123,0.359779
118,-78.637939,3.517311,44.0,7.476427,0.862061
118,-78.637939,3.517311,44.0,7.476427,0.862061
119,-78.868087,3.198631,56.0,7.324177,0.631912
119,-78.868087,3.198631,56.0,7.324177,0.631912
120,-79.086631,3.935539,44.0,8.862283,0.413368
120,-79.086631,3.935539,44.0,8.862283,0.413368
121,-78.72895,3.359314,56.0,7.320343,0.77105
121,-78.72895,3.359314,56.0,7.320343,0.77105
122,-78.998756,3.209312,40.0,7.559352,0.501244
122,-78.998756,3.209312,40.0,7.559352,0.501244
123,-79.162742,3.180626,56.0,7.773046,0.337257
123,-79.162742,3.180626,56.0,7.773046,0.337257
124,-78.977066,4.016602,52.0,8.7197,0.522934
124,-78.977066,4.016602,52.0,8.7197,0.522934
125,-78.832359,3.028191,48.0,7.158227,0.667641
125,-78.832359,3.028191,48.0,7.158227,0.667641
126,-79.099967,3.446243,48.0,8.411421,0.400032
126,-79.099967,3.446243,48.0,8.411421,0.400032
127,-78.698402,2.940514,48.0,6.980839,0.801598
127,-78.698402,2.940514,48.0,6.980839,0.801598
128,-78.968414,2.547264,44.0,6.842493,0.531586
128,-78.968414,2.547264,44.0,6.842493,0.531586
129,-78.627944,3.420052,48.0,7.350192,0.872055
129,-78.627944,3.420052,48.0,7.350192,0.872055
130,-78.912628,2.850494,48.0,7.036326,0.587372
130,-78.912628,2.850494,48.0,7.036326,0.587372
131,-79.009643,3.341827,52.0,7.74636,0.490356
131,-79.009643,3.341827,52.0,7.74636,0.490356
132,-79.258651,2.804604,52.0,7.434407,0.241348
132,-79.258651,2.804604,52.0,7.434407,0.241348
133,-79.014007,3.138756,52.0,7.381431,0.485992
133,-79.014007,3.138756,52.0,7.381431,0.485992
134,-79.111106,2.611359,52.0,7.045189,0.388893
134,-79.111106,2.611359,52.0,7.045189,0.388893
135,-78.830268,3.120789,44.0,7.279322,0.669731
135,-78.830268,3.120789,44.0,7.279322,0.669731
136,-78.961944,2.517067,56.0,6.844813,0.538055
136,-78.961944,2.517067,56.0,6.844813,0.538055
137,-78.951171,3.814026,56.0,8.027866,0.548828
137,-78.951171,3.814026,56.0,8.027866,0.548828
138,-78.743278,3.740288,56.0,7.968396,0.756722
138,-78.743278,3.740288,56.0,7.968396,0.756722
139,-79.416168,3.322517,60.0,8.304101,0.083832
139,-79.416168,3.322517,60.0,8.304101,0.083832
140,-78.863868,3.520393,60.0,7.587235,0.636131
140,-78.863868,3.520393,60.0,7.587235,0.636131
141,-79.022743,3.979431,44.0,8.713741,0.477257
141,-79.022743,3.979431,44.0,8.713741,0.477257
142,-78.842834,3.340179,52.0,7.409816,0.657166
142,-78.842834,3.340179,52.0,7.409816,0.657166
143,-78.901985,3.157768,52.0,7.317834,0.598015
143,-78.901985,3.157768,52.0,7.317834,0.598015
144,-78.844932,3.658791,60.0,7.750403,0.655067
144,-78.844932,3.658791,60.0,7.750403,0.655067
145,-79.020561,3.954346,60.0,8.752521,0.479439
145,-79.020561,3.954346,60.0,8.752521,0.479439
146,-78.970581,3.282455,52.0,7.495859,0.529419
146,-78.970581,3.282455,52.0,7.495859,0.529419
147,-78.40039,4.150925,48.0,7.787234,1.099609
147,-78.40039,4.150925,48.0,7.787234,1.099609
148,-79.169525,2.937485,48.0,7.375423,0.330475
148,-79.169525,2.937485,48.0,7.375423,0.330475
149,-78.87442,2.938065,52.0,7.170593,0.62558
149,-78.87442,2.938065,52.0,7.170593,0.62558
150,-78.910499,3.161163,64.0,7.29916,0.5895
150,-78.910499,3.161163,64.0,7.29916,0.5895
151,-79.247123,3.465813,52.0,8.261528,0.252876
151,-79.247123,3.465813,52.0,8.261528,0.252876
152,-79.342575,3.182411,52.0,7.867666,0.157425
152,-79.342575,3.182411,52.0,7.867666,0.157425
153,-79.055671,3.700226,40.0,8.51086,0.444328
153,-79.055671,3.700226,40.0,8.51086,0.444328
154,-78.921165,3.643524,56.0,7.836113,0.578835
154,-78.921165,3.643524,56.0,7.836113,0.578835
155,-79.124519,3.940872,56.0,8.403831,0.375481
155,-79.124519,3.940872,56.0,8.403831,0.375481
156,-78.931861,4.543129,68.0,8.853915,0.568138
156,-78.931861,4.543129,68.0,8.853915,0.568138
157,-78.623954,3.413246,56.0,7.366523,0.876045
157,-78.623954,3.413246,56.0,7.366523,0.876045
158,-79.233329,3.475273,56.0,7.910185,0.26667
158,-79.233329,3.475273,56.0,7.910185,0.26667
159,-78.974899,2.722504,52.0,6.966662,0.525101
159,-78.974899,2.722504,52.0,6.966662,0.525101
160,-79.176315,3.492844,52.0,8.195903,0.323685
160,-79.176315,3.492844,52.0,8.195903,0.323685
161,-78.790695,3.403244,52.0,7.504836,0.709305
161,-78.790695,3.403244,52.0,7.504836,0.709305
162,-78.968414,2.84166,56.0,7.137123,0.531586
162,-78.968414,2.84166,56.0,7.137123,0.531586
163,-78.809394,2.769051,56.0,6.940743,0.690605
163,-78.809394,2.769051,56.0,6.940743,0.690605
164,-79.09774,3.122871,52.0,7.488852,0.40226
164,-79.09774,3.122871,52.0,7.488852,0.40226
165,-79.033691,3.317032,52.0,7.595033,0.466309
165,-79.033691,3.317032,52.0,7.595033,0.466309
166,-78.63594,3.168854,52.0,7.078188,0.864059
166,-78.63594,3.168854,52.0,7.078188,0.864059
167,-78.895607,3.337769,56.0,7.581614,0.604393
167,-78.895607,3.337769,56.0,7.581614,0.604393
168,-78.910499,2.624489,52.0,6.910563,0.5895
168,-78.910499,2.624489,52.0,6.910563,0.5895
169,-79.029312,2.5952,52.0,6.940761,0.470688
169,-79.029312,2.5952,52.0,6.940761,0.470688
170,-79.260963,2.778099,56.0,7.305209,0.239037
170,-79.260963,2.778099,56.0,7.305209,0.239037
171,-79.217292,2.937912,48.0,7.481493,0.282707
171,-79.217292,2.937912,48.0,7.481493,0.282707
172,-79.594551,2.774132,60.0,7.802311,-0.094551
172,-79.594551,2.774132,60.0,7.802311,-0.094551
173,-79.478866,2.604721,52.0,7.400704,0.021133
173,-79.478866,2.604721,52.0,7.400704,0.021133
174,-79.060081,3.454498,52.0,7.978364,0.439919
174,-79.060081,3.454498,52.0,7.978364,0.439919
175,-78.99224,3.358833,48.0,7.589035,0.507759
175,-78.99224,3.358833,48.0,7.589035,0.507759
176,-79.240219,3.135338,60.0,7.671378,0.259781
176,-79.240219,3.135338,60.0,7.671378,0.259781
177,-79.4066,2.81337,64.0,7.645269,0.093399
177,-79.4066,2.81337,64.0,7.645269,0.093399
178,-79.224151,2.987389,56.0,7.672798,0.275848
178,-79.224151,2.987389,56.0,7.672798,0.275848
179,-79.387527,3.194145,56.0,8.025872,0.112473
179,-79.387527,3.194145,56.0,8.025872,0.112473
180,-78.882881,2.758469,52.0,7.001116,0.617119
180,-78.882881,2.758469,52.0,7.001116,0.617119
181,-78.985733,2.824654,56.0,7.174676,0.514267
181,-78.985733,2.824654,56.0,7.174676,0.514267
182,-79.244819,3.048141,48.0,7.648345,0.25518
182,-79.244819,3.048141,48.0,7.648345,0.25518
183,-79.430557,3.01757,56.0,7.76111,0.069443
183,-79.430557,3.01757,56.0,7.76111,0.069443
184,-79.495903,2.818687,52.0,7.67405,0.004097
184,-79.495903,2.818687,52.0,7.67405,0.004097
185,-79.120048,2.431404,56.0,6.856361,0.379951
185,-79.120048,2.431404,56.0,6.856361,0.379951
186,-79.169525,2.421539,52.0,7.008586,0.330475
186,-79.169525,2.421539,52.0,7.008586,0.330475
187,-79.284126,2.468178,56.0,7.130688,0.215874
187,-79.284126,2.468178,56.0,7.130688,0.215874
188,-79.133483,2.812317,48.0,7.290705,0.366516
188,-79.133483,2.812317,48.0,7.290705,0.366516
189,-79.337867,2.772408,56.0,7.401419,0.162132
189,-79.337867,2.772408,56.0,7.401419,0.162132
190,-79.326126,3.311981,52.0,8.348603,0.173874
190,-79.326126,3.311981,52.0,8.348603,0.173874
191,-79.392288,2.638161,56.0,7.339921,0.107712
191,-79.392288,2.638161,56.0,7.339921,0.107712
192,-79.09774,2.786034,44.0,7.153419,0.40226
192,-79.09774,2.786034,44.0,7.153419,0.40226
193,-79.20359,2.718102,48.0,7.190259,0.29641
193,-79.20359,2.718102,48.0,7.190259,0.29641
194,-79.642204,2.520576,56.0,7.447501,-0.142204
194,-79.642204,2.520576,56.0,7.447501,-0.142204
195,-79.584587,2.666229,56.0,7.559867,-0.084587
195,-79.584587,2.666229,56.0,7.559867,-0.084587
196,-79.169525,2.280014,52.0,6.818053,0.330475
196,-79.169525,2.280014,52.0,6.818053,0.330475
197,-79.401824,2.174469,52.0,6.906893,0.098175
197,-79.401824,2.174469,52.0,6.906893,0.098175
198,-79.447402,2.631981,48.0,7.478838,0.052597
198,-79.447402,2.631981,48.0,7.478838,0.052597
199,-79.293418,2.701073,52.0,7.383375,0.206581
199,-79.293418,2.701073,52.0,7.383375,0.206581
200,-79.387527,2.360878,52.0,7.047942,0.112473
200,-79.387527,2.360878,52.0,7.047942,0.112473
201,-79.146965,2.491707,56.0,7.045826,0.353035
201,-79.146965,2.491707,56.0,7.045826,0.353035
202,-79.359085,2.917961,48.0,7.817452,0.140915
202,-79.359085,2.917961,48.0,7.817452,0.140915
203,-79.718536,2.661407,52.0,7.775765,-0.218536
203,-79.718536,2.661407,52.0,7.775765,-0.218536
204,-79.695495,2.423782,52.0,7.391149,-0.195496
204,-79.695495,2.423782,52.0,7.391149,-0.195496
205,-79.624588,3.074554,52.0,8.140134,-0.124588
205,-79.624588,3.074554,52.0,8.140134,-0.124588
206,-79.210433,3.069023,56.0,7.637245,0.289566
206,-79.210433,3.069023,56.0,7.637245,0.289566
207,-79.260963,2.348984,52.0,6.936983,0.239037
207,-79.260963,2.348984,52.0,6.936983,0.239037
208,-79.295753,2.707161,52.0,7.306646,0.204247
208,-79.295753,2.707161,52.0,7.306646,0.204247
209,-79.258651,2.568192,48.0,7.096014,0.241348
209,-79.258651,2.568192,48.0,7.096014,0.241348
210,-79.363815,2.914948,48.0,7.624734,0.136185
210,-79.363815,2.914948,48.0,7.624734,0.136185
211,-78.876533,2.716461,52.0,6.972554,0.623466
211,-78.876533,2.716461,52.0,6.972554,0.623466
212,-79.151466,2.977173,60.0,7.491384,0.348534
212,-79.151466,2.977173,60.0,7.491384,0.348534
213,-79.233329,3.07473,60.0,7.806667,0.26667
213,-79.233329,3.07473,60.0,7.806667,0.26667
214,-79.295753,3.101379,52.0,7.874009,0.204247
214,-79.295753,3.101379,52.0,7.874009,0.204247
215,-79.068916,2.788445,52.0,7.195403,0.431084
215,-79.068916,2.788445,52.0,7.195403,0.431084
216,-79.135726,2.769516,52.0,7.347534,0.364273
216,-79.135726,2.769516,52.0,7.347534,0.364273
217,-78.531188,2.957809,64.0,6.830605,0.968811
217,-78.531188,2.957809,64.0,6.830605,0.968811
218,-79.051269,2.732323,48.0,7.120441,0.44873
218,-79.051269,2.732323,48.0,7.120441,0.44873
219,-79.333168,2.728439,52.0,7.436003,0.166832
219,-79.333168,2.728439,52.0,7.436003,0.166832
220,-78.676132,2.775482,52.0,6.802263,0.823868
220,-78.676132,2.775482,52.0,6.802263,0.823868
221,-79.291091,3.463699,52.0,8.285839,0.208908
221,-79.291091,3.463699,52.0,8.285839,0.208908
222,-79.158233,2.770569,52.0,7.269698,0.341766
222,-79.158233,2.770569,52.0,7.269698,0.341766
223,-79.155975,2.666084,52.0,7.134172,0.344025
223,-79.155975,2.666084,52.0,7.134172,0.344025
224,-79.082191,2.793045,48.0,7.144954,0.417809
224,-79.082191,2.793045,48.0,7.144954,0.417809
225,-79.228736,2.615631,52.0,7.183658,0.271263
225,-79.228736,2.615631,52.0,7.183658,0.271263
226,-78.805236,2.928314,52.0,7.019349,0.694763
226,-78.805236,2.928314,52.0,7.019349,0.694763
227,-79.274841,2.937782,56.0,7.609124,0.225159
227,-79.274841,2.937782,56.0,7.609124,0.225159
228,-79.108879,3.0448,52.0,7.503748,0.391121
228,-79.108879,3.0448,52.0,7.503748,0.391121
229,-78.921165,2.70134,52.0,6.934838,0.578835
229,-78.921165,2.70134,52.0,6.934838,0.578835
230,-78.979232,3.17881,56.0,7.593863,0.520767
230,-78.979232,3.17881,56.0,7.593863,0.520767
231,-78.662025,2.749443,56.0,6.738966,0.837975
231,-78.662025,2.749443,56.0,6.738966,0.837975
232,-78.99224,3.514534,52.0,8.062479,0.507759
232,-78.99224,3.514534,52.0,8.062479,0.507759
233,-78.710594,3.314896,56.0,7.391775,0.789406
233,-78.710594,3.314896,56.0,7.391775,0.789406
234,-78.977066,2.789093,60.0,7.038059,0.522934
234,-78.977066,2.789093,60.0,7.038059,0.522934
235,-79.354362,2.922852,52.0,7.627885,0.145638
235,-79.354362,2.922852,52.0,7.627885,0.145638
236,-78.961944,2.760674,56.0,7.010153,0.538055
236,-78.961944,2.760674,56.0,7.010153,0.538055
237,-78.946876,3.969612,44.0,9.054845,0.553123
237,-78.946876,3.969612,44.0,9.054845,0.553123
238,-79.254035,3.611946,44.0,8.182949,0.245964
238,-79.254035,3.611946,44.0,8.182949,0.245964
239,-78.908363,2.826019,52.0,7.026211,0.591637
239,-78.908363,2.826019,52.0,7.026211,0.591637
240,-78.865974,3.243393,48.0,7.469295,0.634026
240,-78.865974,3.243393,48.0,7.469295,0.634026
241,-79.153724,3.105179,48.0,7.530986,0.346275
241,-79.153724,3.105179,48.0,7.530986,0.346275
242,-78.981391,3.283066,48.0,7.575348,0.518608
242,-78.981391,3.283066,48.0,7.575348,0.518608
243,-78.649963,3.00132,48.0,7.003402,0.850037
243,-78.649963,3.00132,48.0,7.003402,0.850037
244,-78.844932,2.826767,60.0,6.968105,0.655067
244,-78.844932,2.826767,60.0,6.968105,0.655067
245,-78.817733,2.703323,64.0,6.860765,0.682266
245,-78.817733,2.703323,64.0,6.860765,0.682266
246,-79.086631,2.974838,48.0,7.397058,0.413368
246,-79.086631,2.974838,48.0,7.397058,0.413368
247,-78.996582,3.187202,52.0,7.51666,0.503418
247,-78.996582,3.187202,52.0,7.51666,0.503418
248,-79.040275,3.185852,56.0,7.579845,0.459724
248,-79.040275,3.185852,56.0,7.579845,0.459724
249,-78.99224,2.712463,48.0,6.982562,0.507759
249,-78.99224,2.712463,48.0,6.982562,0.507759
250,-78.842834,3.069305,64.0,7.185641,0.657166
250,-78.842834,3.069305,64.0,7.185641,0.657166
251,-79.347282,3.996513,48.0,9.296481,0.152718
251,-79.347282,3.996513,48.0,9.296481,0.152718
252,-79.18312,3.126411,52.0,7.524732,0.316879
252,-79.18312,3.126411,52.0,7.524732,0.316879
253,-79.368545,3.523834,48.0,8.645129,0.131454
253,-79.368545,3.523834,48.0,8.645129,0.131454
254,-78.925437,3.011116,52.0,7.279078,0.574562
254,-78.925437,3.011116,52.0,7.279078,0.574562
255,-79.210433,2.738716,56.0,7.277513,0.289566
255,-79.210433,2.738716,56.0,7.277513,0.289566
256,-78.968414,2.44249,56.0,6.813319,0.531586
256,-78.968414,2.44249,56.0,6.813319,0.531586
257,-79.124519,2.542274,48.0,6.973206,0.375481
